ID,SAVETIME,USERIP,IP_INBPS,IP_OUTBPS,TCP_INBPS,TCP_OUTBPS,UDP_INBPS,UDP_OUTBPS,TCP_FLOWS,TCP_PEERS,PKTS_PER_TCPFLOW,AVGLEN_IN_TCPFLOW,AVGLEN_OUT_TCPFLOW,UDP_FLOWS,UDP_PEERS,PKTS_PER_UDPFLOW,AVGLEN_IN_UDPFLOW,AVGLEN_OUT_UDPFLOW,ipsec_flows,ipsec_hosts,PKTS_PER_IPSECFLOW,AVGLEN_IN_IPSECFLOW,AVGLEN_OUT_IPSECFLOW,ipsec_outbps,ipsec_inBPS,dns_querys,dns_answers,dns_errs,syn_outcount,syn_inacks,syn_incount,syn_outacks,ICMP_INPPS,ICMP_OUTPPS,OTHERIP_INPPS,OTHERIP_OUTPPS,TTLSERVER_MAX,TTLSERVER_MIN,TTLSERVER_AVG,TTLCLIENT_MAX,TTLCLIENT_MIN,TTLCLIENT_AVG,HTTP_GETS,HTTP_POSTS,HTTP_FAILS,MAIL_SENT,MAIL_RECV,MEDIA_FLOWS,FTP_DOWNLOADS,FTP_UPLOADS,SYN_FROM_PEERS,SYN_TO_PEERS,RST_FROM_PEERS,RST_TO_PEERS,TCP_FROM_PEERS,TCP_TO_PEERS,UDP_FROM_PEERS,UDP_TO_PEERS,OTHERIP_FROM_PEERS,OTHERIP_TO_PEERS,DNS_FROM_PEERS,DNS_TO_PEERS,SYN_TO_PORT_PEERS,label
1377,2015-2-18 10:49:00,59.166.0.3,589712,89704,588264,87848,1448,1856,105,1,112,688,121,32,1,7,97,124,0,0,0,0,0,0,0,48,24,0,208,208,0,0,0,0,0,0,3,2,2,1,0,0,58,0,26,8,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,1,0
1378,2015-2-18 10:49:00,149.171.126.6,91768,628392,89440,626584,2320,1808,98,1,112,134,775,40,1,7,124,97,0,0,0,0,0,0,0,0,0,0,0,0,194,194,0,0,0,0,1,0,0,3,2,2,64,0,30,12,0,0,4,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1379,2015-2-18 10:49:00,149.171.126.13,184448,136504,183944,135840,504,656,37,1,73,912,837,4,1,10,189,247,0,0,0,0,0,0,0,0,0,0,0,0,74,74,0,0,0,0,2,0,1,4,2,2,4,2,0,4,0,0,2,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1380,2015-2-18 10:49:00,175.45.176.0,25624,3904,25624,3824,0,80,18,1,32,589,108,6,1,1,0,100,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,3,2,2,2,0,0,6,2,0,2,2,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,8,1
1381,2015-2-18 10:49:00,149.171.126.3,84552,551616,83416,550552,1128,1056,97,1,99,145,774,12,1,13,106,99,0,0,0,0,0,0,0,0,0,0,0,0,194,194,0,0,0,0,1,0,0,3,2,2,50,0,24,12,0,0,12,12,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1382,2015-2-18 10:49:00,149.171.126.16,25600,1632,25600,1632,0,0,6,1,51,905,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,2,0,1,3,2,2,2,0,0,2,0,0,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1383,2015-2-18 10:49:00,59.166.0.9,1109328,88160,1108088,86720,1232,1440,103,1,140,987,106,20,1,9,98,115,0,0,0,0,0,0,0,54,27,0,208,208,0,0,0,0,0,0,3,2,2,1,0,0,60,0,24,8,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,3,0
1384,2015-2-18 10:49:00,149.171.126.1,68360,609208,67000,607888,1352,1320,92,1,117,103,763,12,1,16,101,99,0,0,0,0,0,0,0,0,0,0,0,0,184,184,0,0,0,0,1,0,0,3,2,2,62,0,28,4,0,0,4,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1385,2015-2-18 10:49:00,59.166.0.5,599208,85496,597768,83808,1440,1688,103,1,111,711,122,24,1,9,98,115,0,0,0,0,0,0,0,62,31,0,206,206,0,0,0,0,0,0,3,2,2,1,0,0,62,0,28,10,0,0,4,4,0,1,1,1,1,1,1,1,0,0,1,1,2,0
1386,2015-2-18 10:35:00,149.171.126.8,76024,204216,74784,203224,1240,992,74,1,89,170,460,20,1,7,122,98,0,0,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,1,0,0,3,2,2,24,0,12,16,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1387,2015-2-18 10:35:00,59.166.0.1,1272592,108048,1271616,106912,968,1136,109,1,157,953,112,16,1,9,98,115,0,0,0,0,0,0,0,42,21,0,218,218,0,0,0,0,0,0,3,2,2,1,0,0,34,0,16,12,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,1,0
1388,2015-2-18 10:35:00,149.171.126.9,95024,764064,93816,763016,1200,1040,90,1,131,134,862,16,1,10,113,98,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,0,0,0,1,0,0,3,2,2,18,0,8,16,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1389,2015-2-18 10:35:00,149.171.126.3,44992,211816,43096,210432,1888,1384,72,1,76,120,560,36,1,6,131,96,0,0,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,1,0,0,3,2,2,54,0,26,4,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1390,2015-2-18 10:35:00,59.166.0.7,690312,75080,689344,73936,968,1136,79,1,130,876,126,16,1,9,98,115,0,0,0,0,0,0,0,42,21,0,158,158,0,0,0,0,0,0,3,2,2,1,0,0,40,0,18,10,0,0,4,4,0,1,1,1,1,1,1,1,0,0,1,1,2,0
1391,2015-2-18 10:35:00,59.166.0.2,424760,95392,423128,93288,1632,2096,105,1,93,614,148,36,1,7,97,125,0,0,0,0,0,0,0,54,27,0,210,210,0,0,0,0,0,0,3,2,2,1,0,0,50,0,24,16,0,0,2,2,0,1,1,1,1,1,1,1,0,0,1,1,3,0
1392,2015-2-18 10:35:00,149.171.126.4,87568,1001240,85976,1000016,1584,1216,92,1,153,109,912,28,1,6,126,97,0,0,0,0,0,0,0,0,0,0,0,0,184,184,0,0,0,0,1,0,0,3,2,2,52,0,24,8,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1393,2015-2-18 10:35:00,59.166.0.5,351952,59904,351008,58784,944,1112,83,1,94,632,118,16,1,9,98,116,0,0,0,0,0,0,0,40,20,0,166,166,0,0,0,0,0,0,3,2,2,1,0,0,46,0,22,6,0,0,2,2,0,1,1,1,1,1,1,1,0,0,1,1,1,0
1394,2015-2-18 10:35:00,149.171.126.2,115616,916336,113768,914816,1840,1512,110,1,125,142,873,28,1,8,119,98,0,0,0,0,0,0,0,0,0,0,0,0,220,220,0,0,0,0,1,0,0,3,2,2,58,0,28,20,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1395,2015-2-18 10:35:00,149.171.126.7,74904,1220856,74240,1220152,664,696,86,1,180,88,996,4,1,26,96,100,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,1,0,0,3,2,2,40,0,18,2,0,0,4,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1396,2015-2-18 10:35:00,175.45.176.0,4352,34520,4352,34520,0,0,69,1,20,63,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,140,0,0,0,0,0,0,3,2,2,2,0,0,2,0,0,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,6,1
1397,2015-2-18 10:50:00,149.171.126.18,22888,19232,21352,19232,1536,0,3,1,125,861,759,4,1,23,125,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,2,0,0,3,2,2,80,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1398,2015-2-18 10:50:00,149.171.126.19,288,12008,248,12008,40,0,1,1,112,62,1098,4,1,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,3,2,2,0,0,0,0,2,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1399,2015-2-18 10:50:00,149.171.126.10,11968,2616,11912,2616,48,0,18,1,26,312,101,4,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,2,0,0,3,2,2,2,0,0,4,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1400,2015-2-18 10:50:00,149.171.126.11,176,200,128,200,40,0,1,1,18,97,187,2,1,1,176,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,3,2,2,2,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1401,2015-2-18 10:51:00,149.171.126.4,100248,488312,98296,486752,1944,1552,101,1,103,152,655,32,1,7,121,97,0,0,0,0,0,0,0,0,0,0,0,0,202,202,0,0,0,0,1,0,0,3,2,2,40,0,16,16,0,0,10,10,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1402,2015-2-18 10:51:00,59.166.0.0,694816,101984,693192,100056,1624,1928,105,1,108,816,149,28,1,8,98,116,0,0,0,0,0,0,0,68,34,0,214,214,0,0,0,0,0,0,3,2,2,1,0,0,58,0,24,16,0,0,12,12,0,1,1,1,1,1,1,1,0,0,1,1,2,0
1403,2015-2-18 10:51:00,59.166.0.5,1280792,101368,1279264,99440,1528,1920,90,1,183,981,110,32,1,7,97,122,0,0,0,0,0,0,0,54,27,0,178,178,0,0,0,0,0,0,3,2,2,1,0,0,50,0,22,10,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,3,0
1404,2015-2-18 10:51:00,149.171.126.5,103048,1043656,101584,1042488,1456,1168,101,1,142,125,939,24,1,7,121,97,0,0,0,0,0,0,0,0,0,0,0,0,208,208,0,0,0,0,1,0,0,3,2,2,52,0,18,14,0,0,6,6,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1405,2015-2-18 10:51:00,175.45.176.0,438880,117144,438880,117144,0,0,45,1,116,1012,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,0,0,0,0,0,0,3,2,2,2,0,0,12,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,19,1
1406,2015-2-18 10:51:00,149.171.126.17,51504,13032,51456,13032,48,0,6,1,229,454,185,4,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,2,0,0,3,2,2,4,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1407,2015-2-18 10:51:00,149.171.126.1,82648,999960,80736,998456,1904,1504,105,1,134,101,921,32,1,7,123,97,0,0,0,0,0,0,0,0,0,0,0,0,212,212,0,0,0,0,1,0,0,3,2,2,46,0,20,4,0,0,8,8,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1408,2015-2-18 10:40:00,59.166.0.9,1386048,99320,1385176,98336,872,976,90,1,188,1022,108,12,1,11,99,111,0,0,0,0,0,0,0,42,21,0,184,184,0,0,0,0,0,0,3,2,2,1,0,0,42,0,18,10,0,0,4,4,0,1,1,1,1,1,1,1,0,0,1,1,1,0
1409,2015-2-18 10:40:00,59.166.0.1,407360,67368,406360,66048,1000,1320,73,1,104,732,142,24,1,6,96,127,0,0,0,0,0,0,0,30,15,0,148,148,0,0,0,0,0,0,3,2,2,1,0,0,12,0,4,10,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,3,0
1410,2015-2-18 10:40:00,149.171.126.9,157720,2854224,155800,2852808,1912,1408,107,1,278,104,1151,36,1,6,130,96,0,0,0,0,0,0,0,0,0,0,0,0,216,216,0,0,0,0,1,0,0,3,2,2,30,0,12,16,0,0,4,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1411,2015-2-18 10:41:00,149.171.126.2,62368,634176,60976,633000,1392,1176,106,1,90,111,867,20,1,9,116,98,0,0,0,0,0,0,0,0,0,0,0,0,210,210,0,0,0,0,1,0,0,3,2,2,66,0,30,2,0,0,18,18,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1412,2015-2-18 10:42:00,149.171.126.0,83528,231832,81472,230256,2048,1576,99,1,72,171,478,36,1,6,125,96,0,0,0,0,0,0,0,0,0,0,0,0,198,198,0,0,0,0,1,0,0,3,2,2,68,0,34,14,0,0,10,10,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1413,2015-2-18 10:43:00,149.171.126.7,80728,515296,79328,514112,1392,1176,95,1,112,122,666,20,1,9,116,98,0,0,0,0,0,0,0,0,0,0,0,0,186,186,0,0,0,0,1,0,0,3,2,2,22,0,10,8,0,0,12,12,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1414,2015-2-18 10:44:00,149.171.126.12,34552,88968,34528,88968,24,0,8,1,117,757,1123,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,2,0,0,3,2,2,6,2,0,0,2,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1415,2015-2-18 10:45:00,149.171.126.14,3616,2720,3592,2720,24,0,8,1,28,228,192,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,2,0,1,3,2,2,8,0,0,2,0,0,2,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1416,2015-2-18 10:47:00,59.166.0.1,588624,79648,587984,78944,640,696,100,1,106,770,120,8,1,12,100,109,0,0,0,0,0,0,0,32,16,0,198,198,0,0,0,0,0,0,3,2,2,1,0,0,34,0,16,10,0,0,4,4,0,1,1,1,1,1,1,1,0,0,1,1,2,0
1417,2015-2-18 10:48:00,175.45.176.0,5248,86664,5248,86608,0,48,30,1,38,106,826,4,1,1,0,100,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,3,2,2,2,0,0,4,2,0,2,2,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,10,1
1418,2015-2-18 10:49:00,149.171.126.4,90424,532896,88960,531632,1464,1256,112,1,99,125,679,20,1,9,114,98,0,0,0,0,0,0,0,0,0,0,0,0,226,226,0,0,0,0,1,0,0,3,2,2,74,0,32,10,0,0,10,10,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1419,2015-2-18 10:36:00,175.45.176.2,584,1000,584,944,0,48,4,1,22,110,142,4,1,1,0,100,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,2,2,2,0,1,4,0,0,2,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,3,1
1420,2015-2-18 10:36:00,149.171.126.18,416,248,416,248,0,0,3,1,16,105,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,2,0,0,3,2,2,4,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1421,2015-2-18 10:36:00,149.171.126.13,120,64,96,64,24,0,1,1,18,72,60,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,3,2,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1422,2015-2-18 10:36:00,149.171.126.17,296,232,296,232,0,0,2,1,19,102,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,3,2,2,2,2,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1423,2015-2-18 10:36:00,149.171.126.10,400,184,400,184,0,0,1,1,34,167,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,3,2,2,0,0,0,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1424,2015-2-18 10:37:00,59.166.0.9,910248,98304,908840,96808,1400,1496,120,1,119,834,117,16,1,13,99,106,0,0,0,0,0,0,0,74,37,0,238,238,0,0,0,0,0,0,3,2,2,1,0,0,72,0,34,10,0,0,12,12,0,1,1,1,1,1,1,1,0,0,1,1,1,0
1425,2015-2-18 10:37:00,149.171.126.0,61728,194368,60176,193088,1552,1272,67,1,80,167,535,24,1,8,118,97,0,0,0,0,0,0,0,0,0,0,0,0,136,136,0,0,0,0,1,0,0,3,2,2,20,0,8,12,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1426,2015-2-18 10:37:00,149.171.126.2,118336,1229032,117088,1228016,1248,1016,101,1,170,122,918,20,1,7,120,97,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,1,0,0,3,2,2,34,0,18,16,0,0,4,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1427,2015-2-18 10:37:00,59.166.0.1,335112,70008,333872,68400,1232,1600,76,1,99,629,143,28,1,6,96,125,0,0,0,0,0,0,0,40,20,0,152,152,0,0,0,0,0,0,3,2,2,1,0,0,30,0,14,10,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,2,0
1428,2015-2-18 10:37:00,149.171.126.4,68800,526768,67848,525920,952,840,91,1,109,112,730,12,1,10,112,99,0,0,0,0,0,0,0,0,0,0,0,0,182,182,0,0,0,0,1,0,0,3,2,2,28,0,12,6,0,0,6,6,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1429,2015-2-18 10:37:00,149.171.126.6,79536,378344,78176,377208,1352,1128,102,1,90,133,582,20,1,8,118,98,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,1,0,0,3,2,2,44,0,20,10,0,0,8,8,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1430,2015-2-18 10:37:00,175.45.176.3,19440,3816,19440,3704,0,104,11,1,34,694,167,8,1,1,0,100,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,3,2,2,2,0,0,12,0,0,2,4,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,9,1
1431,2015-2-18 10:37:00,10.40.85.1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1432,2015-2-18 10:37:00,10.40.182.1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1433,2015-2-18 10:37:00,149.171.126.12,576,4960,576,4960,0,0,3,1,40,83,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,2,0,1,3,2,2,0,0,0,0,4,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1434,2015-2-18 10:37:00,10.40.85.10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1435,2015-2-18 10:37:00,149.171.126.14,1064,15768,1064,15768,0,0,5,1,42,102,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,2,0,1,3,2,2,4,0,0,0,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1436,2015-2-18 10:37:00,149.171.126.18,1840,880,1840,880,0,0,5,1,23,209,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,2,0,1,3,2,2,6,0,0,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1437,2015-2-18 10:37:00,149.171.126.15,528,15088,504,15088,24,0,3,1,53,75,1028,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,2,0,1,3,2,2,4,0,0,0,2,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1438,2015-2-18 10:38:00,149.171.126.5,76704,543032,75400,541864,1304,1168,85,1,107,139,799,16,1,11,111,99,0,0,0,0,0,0,0,0,0,0,0,0,164,164,0,0,0,0,1,0,0,3,2,2,54,0,26,12,0,0,4,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1439,2015-2-18 10:38:00,59.166.0.3,1667512,121344,1666160,119800,1344,1536,96,1,200,1068,118,20,1,10,98,113,0,0,0,0,0,0,0,62,31,0,184,184,0,0,0,0,0,0,3,2,2,1,0,0,60,0,28,16,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,2,0
1440,2015-2-18 10:38:00,59.166.0.0,635936,72736,635080,71848,856,880,70,1,130,911,136,8,1,16,100,103,0,0,0,0,0,0,0,48,24,0,136,136,0,0,0,0,0,0,3,2,2,1,0,0,46,0,20,12,0,0,2,2,0,1,1,1,1,1,1,1,0,0,1,1,2,0
1441,2015-2-18 10:39:00,149.171.126.6,61720,280992,60552,279992,1160,1000,96,1,81,118,533,16,1,9,114,98,0,0,0,0,0,0,0,0,0,0,0,0,188,188,0,0,0,0,1,0,0,3,2,2,32,0,16,6,0,0,4,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1442,2015-2-18 10:39:00,59.166.0.7,363840,84104,362744,82776,1096,1320,95,1,89,614,153,20,1,8,97,118,0,0,0,0,0,0,0,44,22,0,190,190,0,0,0,0,0,0,3,2,2,1,0,0,30,0,14,14,0,0,8,8,0,1,1,1,1,1,1,1,0,0,1,1,4,0
1443,2015-2-18 10:39:00,149.171.126.9,72776,454360,71880,453568,896,784,92,1,94,137,719,12,1,10,112,98,0,0,0,0,0,0,0,0,0,0,0,0,182,182,0,0,0,0,1,0,0,3,2,2,54,0,26,10,0,0,10,10,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1444,2015-2-18 10:39:00,59.166.0.9,289792,67800,288384,66048,1408,1744,87,1,80,582,150,28,1,7,97,121,0,0,0,0,0,0,0,52,26,0,172,172,0,0,0,0,0,0,3,2,2,1,0,0,60,0,30,10,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,2,0
1445,2015-2-18 10:39:00,149.171.126.1,76544,341264,75272,340224,1272,1040,98,1,79,152,617,20,1,8,119,97,0,0,0,0,0,0,0,0,0,0,0,0,194,194,0,0,0,0,1,0,0,3,2,2,40,0,20,12,0,0,10,10,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1446,2015-2-18 10:39:00,149.171.126.8,63368,186784,61968,185600,1400,1176,81,1,76,151,445,20,1,9,116,98,0,0,0,0,0,0,0,0,0,0,0,0,164,164,0,0,0,0,1,0,0,3,2,2,54,0,26,10,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1447,2015-2-18 10:39:00,175.45.176.0,824672,19864,824672,19640,0,224,12,1,468,1310,162,2,1,1,0,851,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,3,2,2,2,0,1,16,0,0,2,2,0,2,0,0,1,1,1,1,1,0,1,0,0,0,0,7,1
1448,2015-2-18 10:39:00,149.171.126.18,24528,2856,24496,2856,24,0,7,1,45,858,206,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,2,0,1,3,2,2,2,2,0,4,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1449,2015-2-18 10:39:00,59.166.0.6,439096,80760,438000,79440,1096,1320,118,1,94,565,111,20,1,8,97,117,0,0,0,0,0,0,0,44,22,0,236,236,0,0,0,0,0,0,3,2,2,1,0,0,38,0,18,6,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,2,0
1450,2015-2-18 10:39:00,149.171.126.0,106744,1193936,106144,1193320,600,616,103,1,157,118,942,4,1,23,98,101,0,0,0,0,0,0,0,0,0,0,0,0,206,206,0,0,0,0,1,0,0,3,2,2,52,0,22,14,0,0,4,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1451,2015-2-18 10:39:00,59.166.0.0,360528,69832,358720,67432,1800,2392,87,1,95,608,130,44,1,6,96,128,0,0,0,0,0,0,0,52,26,0,178,178,0,0,0,0,0,0,3,2,2,1,0,0,52,0,24,8,0,0,4,4,0,1,1,1,1,1,1,1,0,0,1,1,2,0
1452,2015-2-18 10:41:00,149.171.126.0,85344,950848,83984,949728,1352,1120,93,1,133,121,980,20,1,8,118,98,0,0,0,0,0,0,0,0,0,0,0,0,184,184,0,0,0,0,1,0,0,3,2,2,46,0,18,10,0,0,8,8,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1453,2015-2-18 10:41:00,59.166.0.2,841360,85304,839784,83184,1568,2120,96,1,119,960,127,40,1,6,96,130,0,0,0,0,0,0,0,42,21,0,190,190,0,0,0,0,0,0,3,2,2,1,0,0,36,0,14,10,0,0,8,8,0,1,1,1,1,1,1,1,0,0,1,1,1,0
1454,2015-2-18 10:41:00,175.45.176.3,27624,15864,27624,11880,0,3984,45,1,22,422,167,40,1,1,0,747,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,3,2,2,2,0,0,6,2,0,0,4,0,2,0,0,1,1,1,1,1,0,1,0,0,0,0,13,1
1455,2015-2-18 10:41:00,149.171.126.13,6768,448,2632,432,4136,16,5,1,20,329,81,38,1,1,838,72,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,2,0,0,4,2,2,8,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1456,2015-2-18 10:41:00,59.166.0.4,505848,63312,504824,62048,1016,1256,77,1,102,868,131,20,1,7,98,121,0,0,0,0,0,0,0,38,19,0,154,154,0,0,0,0,0,0,3,2,2,1,0,0,42,0,18,8,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,3,0
1457,2015-2-18 10:41:00,149.171.126.4,102360,364872,101120,363784,1232,1080,95,1,85,194,643,16,1,10,113,99,0,0,0,0,0,0,0,0,0,0,0,0,188,188,0,0,0,0,1,0,0,3,2,2,42,0,20,22,0,0,8,8,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1458,2015-2-18 10:41:00,59.166.0.6,504888,71768,503744,70392,1136,1368,86,1,103,771,130,20,1,8,97,116,0,0,0,0,0,0,0,48,24,0,174,174,0,0,0,0,0,0,3,2,2,1,0,0,34,0,14,8,0,0,12,12,0,1,1,1,1,1,1,1,0,0,1,1,3,0
1459,2015-2-18 10:41:00,149.171.126.5,65352,954944,63856,953744,1488,1192,80,1,146,99,1034,24,1,7,121,97,0,0,0,0,0,0,0,0,0,0,0,0,160,160,0,0,0,0,1,0,0,3,2,2,42,0,16,4,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1460,2015-2-18 10:41:00,149.171.126.3,55728,502840,54152,501440,1576,1400,67,1,118,117,842,20,1,10,111,99,0,0,0,0,0,0,0,0,0,0,0,0,130,130,0,0,0,0,1,0,0,3,2,2,50,0,24,6,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1461,2015-2-18 10:41:00,59.166.0.1,370856,59320,369920,58136,928,1184,72,1,94,754,140,20,1,7,97,124,0,0,0,0,0,0,0,32,16,0,142,142,0,0,0,0,0,0,3,2,2,1,0,0,30,0,14,8,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,1,0
1462,2015-2-18 10:41:00,149.171.126.8,90352,725576,88744,724328,1600,1240,103,1,109,132,863,28,1,6,125,97,0,0,0,0,0,0,0,0,0,0,0,0,206,206,0,0,0,0,1,0,0,3,2,2,46,0,20,12,0,0,10,10,1,0,1,1,1,1,1,1,0,0,1,1,0,0
